Source,Target
"But the most striking <b>part</b> about Bagehot's essay on Peel, in the light of the last full week of this election campaign, is that it simply does not apply to Major at all.",thing
"But the most striking <b>point</b> about Bagehot's essay on Peel, in the light of the last full week of this election campaign, is that it simply does not apply to Major at all.",thing
"But the most striking <b>element</b> about Bagehot's essay on Peel, in the light of the last full week of this election campaign, is that it simply does not apply to Major at all.",thing
"But the most striking thing about Bagehot's essay on Peel, in the light of the last full week of this election campaign, is that it simply does not <b>relate</b> to Major at all.",apply
"But the most striking thing about Bagehot's essay on Peel, in the light of the last full week of this election campaign, is that it simply does not <b>matter</b> to Major at all.",apply
"But the most striking thing about Bagehot's essay on Peel, in the light of the last full week of this election campaign, is that it simply does not <b>implement</b> to Major at all.",apply
"But the most striking thing about Bagehot's essay on Peel, in the light of the last full week of this election campaign, is that it simply does not <b>pertain</b> to Major at all.",apply
"Between his becoming Prime Minister and his party's fall in the polls <b>approximately</b> 10 days ago, Major did nearly everthing that common opinion wanted him to do.",about
"Between his becoming Prime Minister and his party's fall in the polls <b>circa</b> 10 days ago, Major did nearly everthing that common opinion wanted him to do.",about
"Between his becoming Prime Minister and his party's fall in the polls <b>around</b> 10 days ago, Major did nearly everthing that common opinion wanted him to do.",about
"Between his becoming Prime Minister and his party's fall in the polls <b>roughly</b> 10 days ago, Major did nearly everthing that common opinion wanted him to do.",about
But there seemed nothing wrong with the <b>leader</b> of government appearing to be the challenger on the hustings.,head
"President Truman did so in a <b>run</b> which no-one expected him to win, and he won.",campaign
"President Truman did so in a <b>fight</b> which no-one expected him to win, and he won.",campaign
"President Truman did so in a <b>contest</b> which no-one expected him to win, and he won.",campaign
"President Truman did so in a <b>battle</b> which no-one expected him to win, and he won.",campaign
"From Central Office, and from around his entourage, came the unmistakable signs of fair-weather friends <b>readying</b> to detach themselves from blame for defeat.",preparing
"From Central Office, and from around his entourage, came the unmistakable signs of fair-weather friends <b>arranging</b> to detach themselves from blame for defeat.",preparing
"From Central Office, and from around his entourage, came the unmistakable signs of fair-weather friends <b>starting</b> to detach themselves from blame for defeat.",preparing
"From Central Office, and from around his entourage, came the unmistakable signs of fair-weather friends <b>planning</b> to detach themselves from blame for defeat.",preparing
"A <b>trainee</b> spin doctor is reported to have muttered, though admittedly out of my earshot: â€˜We've been snubbed.â€™",junior
"A <b>minor</b> spin doctor is reported to have muttered, though admittedly out of my earshot: â€˜We've been snubbed.â€™",junior
"A <b>low-level</b> spin doctor is reported to have muttered, though admittedly out of my earshot: â€˜We've been snubbed.â€™",junior
"A <b>rookie</b> spin doctor is reported to have muttered, though admittedly out of my earshot: â€˜We've been snubbed.â€™",junior
His lack of humbug about political <b>neutrality</b> has always made him more honest than all the employees of BBC Current Affairs awaiting with glee the Kinnock years.,balance
His lack of humbug about political <b>impartiality</b> has always made him more honest than all the employees of BBC Current Affairs awaiting with glee the Kinnock years.,balance
His lack of humbug about political <b>fairness</b> has always made him more honest than all the employees of BBC Current Affairs awaiting with glee the Kinnock years.,balance
His lack of humbug about political <b>harmony</b> has always made him more honest than all the employees of BBC Current Affairs awaiting with glee the Kinnock years.,balance
"Normally, a prime minister's office would <b>release</b> a statement about an editor.",issue
"Normally, a prime minister's office would <b>produce</b> a statement about an editor.",issue
"Normally, a prime minister's office would <b>present</b> a statement about an editor.",issue
"Normally, a prime minister's office would <b>publish</b> a statement about an editor.",issue
"Normally, a prime minister's office would <b>make</b> a statement about an editor.",issue
"But Major makes a <b>effort</b> of not being grand, and with Sir David it is the other way about.",point
"But Major makes a <b>aim</b> of not being grand, and with Sir David it is the other way about.",point
"But Major makes a <b>show</b> of not being grand, and with Sir David it is the other way about.",point
"But Major makes a <b>stand</b> of not being grand, and with Sir David it is the other way about.",point
"But Major makes a <b>issue</b> of not being grand, and with Sir David it is the other way about.",point
"But Major makes a <b>case</b> of not being grand, and with Sir David it is the other way about.",point
Faith in Sir David's leadership was <b>renewed</b>.,restored
Faith in Sir David's leadership was <b>revived</b>.,restored
Faith in Sir David's leadership was <b>re-instated</b>.,restored
Faith in Sir David's leadership was <b>reinstated</b>.,restored
"They believe they have found a cheap, practical <b>way</b> of preventing dolphins entangling themselves in monofilament drift fishing nets â€” the â€˜walls of deathâ€™ believed to be responsible for killing large numbers of dolphins off Cornwall this year.",means
"They believe they have found a cheap, practical <b>method</b> of preventing dolphins entangling themselves in monofilament drift fishing nets â€” the â€˜walls of deathâ€™ believed to be responsible for killing large numbers of dolphins off Cornwall this year.",means
"They believe they have found a cheap, practical means of preventing dolphins entangling themselves in monofilament drift fishing nets â€” the â€˜<b>barriers</b> of deathâ€™ believed to be responsible for killing large numbers of dolphins off Cornwall this year.",walls
